name,description,framework_id
"Objetivo 14: Conservar y utilizar sosteniblemente los oceanos, los mares y los recursos marinos","El Objetivo 14 pretende conservar y utilizar sosteniblemente los oceanos, los mares y los recursos marinos. La existencia humana y la vida en la Tierra dependen de unos oceanos y mares sanos.
Los oceanos son intrinsecos a nuestra vida en la Tierra. Cubren tres cuartas partes de la superficie terrestre, contienen el 97 % del agua de la Tierra y representan el 99 % del espacio vital del planeta por volumen.
Proporcionan recursos naturales clave como alimentos, medicinas, biocombustibles y otros productos; ayudan a descomponer y eliminar los residuos y a reducir la contaminacion; y sus ecosistemas costeros contribuyen a reducir los danos causados por las tormentas. Tambien constituyen el mayor sumidero de carbono del planeta.
La contaminacion marina esta alcanzando niveles extremos. Mas de 17 millones de toneladas metricas contaminaban el oceano en 2021, cifra que se duplicara o triplicara para el ano 2040, lo que resulta preocupante. El plastico es el tipo de desecho marino mas danino.
En la actualidad, el pH medio del oceano es de 8,1, aproximadamente un 30 % mas acido que en la epoca preindustrial. La acidificacion de los oceanos amenaza la supervivencia de la vida marina, perturba la cadena alimentaria y socava tanto los servicios vitales que prestan los oceanos como nuestra propia seguridad alimentaria.
La gestion responsable de este vital recurso mundial es una de las claves de un futuro sostenible. Esto implica aumentar la financiacion de la ciencia oceanica, intensificar los esfuerzos de conservacion, y cambiar con urgencia el rumbo del cambio climatico para salvaguardar el mayor ecosistema del planeta. Los esfuerzos actuales para proteger los oceanos no responden aun a la urgente necesidad de salvaguardar este vasto, aunque fragil, recurso.",1
"Objetivo 15: Gestionar sosteniblemente los bosques, luchar contra la desertificacion, detener e invertir la degradacion de las tierras, detener la perdida de biodiversidad","El Objetivo 15 pretende conservar la vida de ecosistemas terrestres. Busca proteger y restablecer los ecosistemas terrestres, gestionar sosteniblemente los bosques, luchar contra la desertificacion, detener e invertir la degradacion de las tierras, y detener la perdida de biodiversidad.
Los ecosistemas terrestres son vitales para el sostenimiento de la vida humana, contribuyen a mas de la mitad del PIB mundial e incluyen diversos valores culturales, espirituales y economicos.
Sin embargo, el mundo se enfrenta a una triple crisis del cambio climatico, a la contaminacion y a la perdida de la biodiversidad.
Mas de 100 millones de hectareas de tierras sanas y productivas se degradaron anualmente entre 2015 y 2019, lo que afecto a la vida de 1300 millones de personas.
La expansion agricola es el motor directo de casi el 90 % de la deforestacion mundial. Esta cifra guarda relacion directa con nuestros sistemas alimentarios, pues la cosecha de palma de aceite represento por si sola el 7 % de la deforestacion mundial entre los anos 2000 y 2018.
Los esfuerzos mundiales y regionales para mantener los ecosistemas forestales, asi como sus funciones sociales, economicas y medioambientales, son esenciales especialmente para los paises en desarrollo y los tropicos.
Para cumplir el Objetivo 15, es esencial un cambio fundamental en la relacion de la humanidad con la naturaleza, y tomar conciencia de que la naturaleza es la base de nuestra vida en la Tierra. El Marco Mundial Kunming-Montreal de la Diversidad Biologica, recientemente adoptado, ofrece al Objetivo 15 un impulso renovado al esbozar cuatro objetivos orientados a resultados que deben alcanzarse para 2050 y 23 metas que deben lograrse para 2030.",1
"Objetivo 16: Promover sociedades justas, pacificas e inclusivas","El Objetivo 16 pretende promover sociedades pacificas e inclusivas, facilitar el acceso a la justicia para toda la poblacion y crear instituciones eficaces, responsables e inclusivas a todos los niveles. Las personas de todo el mundo deben vivir libres del miedo a cualquier forma de violencia y sentirse seguras en su dia a dia, sea cual sea su origen etnico, religion u orientacion sexual.
Sin embargo, los conflictos violentos, actuales y nuevos, en todo el mundo, estan haciendo descarrilar el camino global hacia la paz y hacia la consecucion del Objetivo 16.
Resulta alarmante que en el ano 2022 se produjera un aumento en mas del 50 % en el numero de muertes de civiles relacionadas con los conflictos, el primero desde la adopcion de la Agenda 2030, debido en gran parte a la guerra de Ucrania.
Los altos niveles de violencia armada e inseguridad tienen consecuencias destructivas para el desarrollo de un pais, mientras que la violencia sexual, los delitos, la explotacion y la tortura son fenomenos generalizados donde existen conflictos o no hay Estado de derecho, por lo que los paises deben tomar medidas para proteger a los sectores que corren mas riesgos.
Los gobiernos, la sociedad civil y las comunidades deben colaborar para encontrar soluciones duraderas a los conflictos y al clima de inseguridad. El fortalecimiento del Estado de derecho y la promocion de los derechos humanos es fundamental en este proceso, asi como la reduccion del trafico de armas ilicitas, la lucha contra la corrupcion y el fomento de una participacion inclusiva.",1
Objetivo 17: Revitalizar la Alianza Mundial para el Desarrollo Sostenible,"El Objetivo 17 pretende revitalizar la alianza mundial para el desarrollo sostenible. La Agenda 2030 es universal y exige la implicacion de todos los paises, tanto desarrollados como en desarrollo, para garantizar que nadie se quede atras. Tambien requiere la colaboracion entre los gobiernos, el sector privado y la sociedad civil.
Los Objetivos de Desarrollo Sostenible solo se pueden conseguir con asociaciones mundiales solidas y cooperacion para garantizar que nadie se quede atras en nuestro camino hacia el desarrollo.
Sin embargo, no todos los paises se encuentran en la misma situacion de partida, y los paises de ingresos bajos y medios afrontan enormes deudas que les impiden hacer avances en esta materia.
Despues de la pandemia de la COVID-19, los paises en desarrollo se enfrentan a un aumento sin precedentes de los niveles de deuda externa, agravado por retos como una inflacion extrema, la escalada de las tasas de interes, prioridades contrapuestas y una capacidad fiscal limitada, lo que subraya la urgente necesidad de alivio de la deuda y asistencia financiera.
Aunque las corrientes de asistencia oficial para el desarrollo (AOD) siguen alcanzando maximos historicos, el aumento en 2022 se atribuye principalmente al gasto en refugiados en los paises donantes y a la ayuda a Ucrania.
Para tener exito, es necesario movilizar tanto los recursos existentes como los adicionales, y los paises desarrollados deberan cumplir sus compromisos de aumentar la asistencia oficial para el desarrollo.",1
"1. Ordenamiento del Territorio Alrededor del Agua y Justicia
Ambiental","Esta transformacion busca reorganizar el uso del territorio colombiano poniendo el agua y la biodiversidad en el centro de las decisiones, garantizando la proteccion de ecosistemas estrategicos como paramos, humedales y cuencas hidrograficas. Propone una gobernanza ambiental inclusiva, con participacion comunitaria y la implementacion de instrumentos como el catastro multiproposito y el Sistema de Administracion del Territorio (SAT) para reducir conflictos socioambientales, formalizar la tenencia de tierras y promover un desarrollo urbano y rural sostenible. Ademas, busca modernizar la gestion del riesgo de desastres y adaptarse al cambio climatico, priorizando la conservacion y el acceso equitativo al agua.",2
2. Seguridad Humana y Justicia Social,"Esta linea busca garantizar el bienestar integral de la poblacion mediante un sistema de proteccion social universal que incluya transferencias monetarias (como la Renta Ciudadana), acceso a salud preventiva, educacion de calidad y trabajo digno. Promueve la justicia centrada en las personas, con enfoques diferenciales para victimas del conflicto, adultos mayores y poblaciones vulnerables. Tambien impulsa la transformacion digital, la movilidad sostenible y la seguridad ciudadana desde una perspectiva de derechos humanos, buscando reducir la violencia, la pobreza y las desigualdades historicas.",2
3. Derecho Humano a la Alimentacion,"Esta transformacion tiene como objetivo garantizar que todos los colombianos accedan a alimentos suficientes, nutritivos y culturalmente adecuados, promoviendo sistemas agroalimentarios sostenibles. Incluye medidas para modernizar la produccion rural, reducir perdidas en las cadenas de suministro, fomentar practicas agricolas respetuosas con el medio ambiente y fortalecer la soberania alimentaria. Ademas, busca combatir la malnutricion mediante politicas publicas que integren saberes tradicionales y enfoques territoriales, asegurando que el derecho a la alimentacion sea una realidad en todos los rincones del pais.",2
"4. Transformacion Productiva, Internacionalizacion y
Accion Climatica","Esta linea impulsa un cambio en el modelo economico hacia uno bajo en carbono y basado en la biodiversidad, promoviendo energias renovables, bioeconomia y reindustrializacion sostenible. Incluye la proteccion de ecosistemas clave, la descarbonizacion del transporte y la adopcion de practicas circulares en ciudades y sectores productivos. Tambien fomenta la innovacion tecnologica, el turismo responsable y la integracion de Colombia en cadenas globales de valor con criterios ambientales, buscando posicionar al pais como lider en accion climatica y desarrollo verde.",2
5. Convergencia Regional,"Esta transformacion busca reducir las brechas entre regiones mediante estrategias de desarrollo territorial equilibrado, con inversion en infraestructura vial, conectividad digital y servicios basicos para zonas rurales y marginadas. Promueve la articulacion entre municipios, la participacion comunitaria en la planeacion y la implementacion de proyectos con impacto regional, especialmente en territorios afectados por el conflicto (como los PDET). Ademas, fortalece la gobernanza local y la cooperacion fronteriza, asegurando que las politicas publicas respondan a las necesidades especificas de cada territorio.",2
Seguridad Multidimensional,"Busca reducir la pobreza multidimensional y mejorar la seguridad desde un enfoque integral que abarca no solo lo militar o policial, sino tambien lo social y ambiental. Este eje articula capacidades institucionales en todos los niveles (local, regional y nacional) para garantizar presencia estatal efectiva y derechos ciudadanos.",3
Prosperidad,"Enfocado en crear condiciones para el crecimiento economico, impulsando sectores estrategicos como el turismo, la educacion, la infraestructura vial, el bilinguismo, el acceso al agua potable, y el empoderamiento del sector agrario. Pretende aumentar la riqueza colectiva y mejorar la calidad de vida mediante inversion social y productividad.",3
Sostenibilidad,"Este eje promueve el desarrollo economico sin comprometer los recursos naturales del departamento. Se enfoca en proteger el agua, el paramo, la biodiversidad y en fomentar proyectos de energias renovables, economia circular y responsabilidad ambiental para asegurar un entorno habitable para las futuras generaciones.",3
Educacion. Linea Estrategica 1: Territorio que Integra,"Busca garantizar una educacion inclusiva y de calidad, reduciendo brechas entre instituciones publicas y privadas. Incluye acciones como fortalecer la jornada unica, promover el bilinguismo (meta del 40% de jovenes bilingues para 2034), modernizar infraestructura escolar y reducir la desercion, especialmente en poblaciones vulnerables. Tambien impulsa alianzas con universidades y programas tecnicos para mejorar oportunidades laborales.",4
Salud y Proteccion Social. Linea Estrategica 1: Territorio que Integra,"Tiene como objetivo mejorar el acceso a servicios de salud preventiva y predictiva, con enfasis en poblaciones rurales y grupos vulnerables. Aborda problemas como enfermedades cronicas, salud mental (depresion, consumo de sustancias) y falta de articulacion entre servicios sociales. Incluye ampliacion de centros de salud, campanas de prevencion y programas intersectoriales para atencion integral.",4
Deporte y Recreacion. Linea Estrategica 1: Territorio que Integra,"Promueve actividades deportivas y recreativas como herramientas de integracion social y bienestar fisico-mental. Focaliza esfuerzos en comunidades marginadas, con infraestructura accesible (parques, canchas) y programas para ninos, jovenes y adultos mayores. Busca reducir sedentarismo y violencia mediante el deporte, ademas de fomentar talentos locales.",4
Cultura. Linea Estrategica 1: Territorio que Integra,"Trabaja en la preservacion y promocion de la diversidad cultural de Bucaramanga, apoyando artistas locales, patrimonios tangibles e intangibles, y espacios comunitarios. Incluye talleres artisticos, recuperacion de tradiciones y eventos que fortalezcan la identidad bumanguesa, con enfoque en poblaciones historicamente excluidas (etnicas, rurales).",4
Inclusion Social y Reconciliacion. Linea Estrategica 1: Territorio que Integra,"Atiende necesidades especificas de grupos vulnerables (mujeres, adultos mayores, LGBTIQ+, migrantes, victimas del conflicto, personas con discapacidad). Implementa politicas de equidad, acceso a derechos basicos (vivienda, empleo) y procesos de reconciliacion comunitaria. Ejemplos: programas contra violencia de genero, inclusion laboral para discapacitados y apoyo psicosocial a victimas.",4
Trabajo. Linea Estrategica 2: Territorio que Progresa,"Busca generar empleo formal y reducir la informalidad laboral (meta: 40% para 2027) mediante alianzas con el sector privado, capacitacion tecnica y apoyo a emprendimientos. Incluye programas de primer empleo para jovenes, incentivos a empresas que contraten poblaciones vulnerables y fortalecimiento de la economia popular.",4
"Comercio, Industria y Turismo. Linea Estrategica 2: Territorio que Progresa","Impulsa la competitividad empresarial y el turismo sostenible mediante modernizacion de mercados, certificaciones de calidad y promocion de Bucaramanga como destino de negocios y cultura. Apoya PYMES, negocios verdes y circuitos turisticos que integren la riqueza natural y patrimonial del area metropolitana.",4
"Ciencia, Tecnologia e Innovacion. Linea Estrategica 2: Territorio que Progresa","Desarrolla un ecosistema de innovacion con proyectos como el Parque Tecnologico, vinculacion universidad-empresa y financiamiento a startups. Prioriza sectores estrategicos (salud, energia limpia, TIC) y formacion en habilidades digitales para la Cuarta Revolucion Industrial.",4
Tecnologias de la Informacion y Comunicacion. Linea Estrategica 2: Territorio que Progresa,"Garantiza conectividad digital en zonas urbanas y rurales, con infraestructura de internet accesible y programas de alfabetizacion digital. Promueve gobierno electronico, telemedicina y teletrabajo para reducir brechas tecnologicas.",4
Agricultura y Desarrollo Rural. Linea Estrategica 2: Territorio que Progresa,"Fortalece la agricultura campesina con asistencia tecnica, comercializacion de productos locales y tecnologias sostenibles. Incluye proyectos de seguridad alimentaria, riego eficiente y turismo rural para dinamizar la economia campesina.",4
Transporte. Linea Estrategica 2: Territorio que Progresa,"Moderniza el sistema de movilidad con corredores estrategicos, integracion del transporte publico (ej. Metrolinea) y promocion de modos sostenibles (bicicletas, peatonalizacion). Reduce tiempos de desplazamiento y contaminacion mediante planes de movilidad inteligente.",4
"Vivienda, Ciudad y Territorio. Linea Estrategica 2: Territorio que Progresa","Garantiza acceso a vivienda digna con proyectos de urbanismo social y legalizacion de asentamientos. Implementa estrategias de densificacion equilibrada, espacio publico accesible y renovacion urbana en zonas marginadas.",4
Minas y Energia. Linea Estrategica 2: Territorio que Progresa,"Fomenta energias limpias (solar, biomasa) y mineria responsable. Incluye programas de eficiencia energetica para empresas y hogares, asi como transicion hacia una matriz energetica sostenible.",4
Gobierno Territorial. Linea Estrategica 3: Territorio Sostenible,"Implementa politicas publicas ambientales y de gestion del riesgo, fortaleciendo la gobernanza institucional para la sostenibilidad. Incluye planes de ordenamiento territorial con enfoque ecologico y mecanismos de participacion ciudadana en la toma de decisiones ambientales.",4
Ambiente y Desarrollo Sostenible. Linea Estrategica 3: Territorio Sostenible,"Protege los recursos naturales mediante estrategias de conservacion de cuencas hidricas, reforestacion y economia circular. Implementa programas de calidad del aire, manejo integral de residuos (meta: 30% de reciclaje para 2027) y corredores verdes urbanos para aumentar espacios publicos sostenibles.",4
Gestion del Riesgo. Linea Estrategica 3: Territorio Sostenible,"Reduce vulnerabilidades ante desastres naturales con sistemas de alerta temprana, obras de mitigacion en zonas de alto riesgo y capacitacion comunitaria. Prioriza soluciones basadas en la naturaleza para enfrentar el cambio climatico.",4
Bienestar Animal. Linea Estrategica 3: Territorio Sostenible,"Promueve la proteccion y tenencia responsable de animales mediante campanas de esterilizacion, centros de atencion veterinaria gratuita y educacion ciudadana. Combate el maltrato animal y fomenta la adopcion de fauna domestica en situacion de calle.",4
Energias Limpias. Linea Estrategica 3: Territorio Sostenible,"Impulsa la transicion energetica con proyectos de energia solar en edificios publicos, transporte electrico y eficiencia energetica en industrias. Meta: 10% de energias renovables en la matriz municipal para 2027.",4
Gobierno Territorial. Linea Estrategica 4: Territorio que Genera Valor,"Moderniza la administracion publica mediante sistemas digitales, simplificacion de tramites y profesionalizacion del talento humano. Implementa estrategias de gobierno abierto para garantizar transparencia y eficiencia en la gestion de recursos publicos.",4
Informacion Estadistica. Linea Estrategica 4: Territorio que Genera Valor,"Fortalece los sistemas de datos territoriales para la toma de decisiones basada en evidencia. Integra plataformas tecnologicas que permitan el monitoreo en tiempo real de indicadores sociales, economicos y ambientales.",4
Organismos de Control. Linea Estrategica 4: Territorio que Genera Valor,"Promueve la rendicion de cuentas y lucha contra la corrupcion mediante auditorias ciudadanas, veedurias comunitarias y sistemas de denuncia protegida. Fortalece la coordinacion entre Personeria, Contraloria y entes de vigilancia.",4
Gobierno territorial. Linea estrategica 5: Territorio seguro,"A traves de la estrategia de Gestores de Convivencia, se implementa un abordaje integral orientado a la prevencion y reduccion del delito, con enfasis en el hurto, la violencia interpersonal y la violencia intrafamiliar, mediante acciones pedagogicas que buscan disminuir comportamientos contrarios a la convivencia. Esta estrategia se focaliza en tres ejes principales: el respeto y garantia del derecho a la protesta pacifica, el diagnostico y abordaje de conflictividades sociales, y el apoyo a los frentes de seguridad. Como objetivo general, el programa busca gestionar escenarios, espacios o mecanismos que articulen la participacion de la comunidad, los organismos de seguridad -en especial la Policia Metropolitana de Bucaramanga- y la administracion municipal. Todo esto bajo un enfoque multidisciplinario y participativo, que permita realizar diagnosticos territoriales y situacionales, sistematizar experiencias y proponer soluciones a los principales factores que generan comportamientos contrarios a la convivencia o facilitan la comision de delitos, tanto en barrios y veredas como en el espacio publico y en puntos criticos de criminalidad previamente priorizados.",4
Justicia y del derecho. Linea estrategica 5: Territorio seguro,"La ciudad de Bucaramanga enfrenta actualmente el reto de seguridad mas significativo de su historia, evidenciado en la creciente vulneracion de los derechos y libertades de sus habitantes. En los ultimos cuatro anos, las cifras estadisticas muestran un aumento sostenido en distintos tipos penales, cuyas conductas delictivas han permeado escenarios publicos, entornos escolares y espacios recreativos. Este fenomeno responde a multiples factores causales, facilitadores y de riesgo que han contribuido al deterioro de la seguridad y a una creciente percepcion de inseguridad entre la ciudadania. Aunque las instituciones han incrementado su capacidad operativa en respuesta a esta situacion, dicho esfuerzo no ha sido suficiente para contrarrestar el contexto actual ni para alcanzar la estabilizacion de un territorio verdaderamente seguro, prospero y sostenible.",4
