version_id,content_id,value
31,3,Sistema de trazabilidad agricola basado en tecnologia blockchain para exportacion
31,4,"El proyecto es viable tecnica y economicamente, ya que existen plataformas blockchain de codigo abierto que pueden ser adaptadas al sector agricola, y hay creciente demanda de trazabilidad en exportacion."
31,5,"El proyecto se alinea con las lineas de investigacion en transformacion digital y sostenibilidad agricola, promoviendo el uso de tecnologias emergentes en procesos agroindustriales, en coherencia con los objetivos del programa de Ingenieria de Sistemas."
31,6,Si hay docentes disponibles
31,7,"Existe una correspondencia clara entre el titulo y el objetivo del proyecto, ya que ambos se centran en aplicar blockchain a la trazabilidad agricola. El titulo refleja adecuadamente el alcance del objetivo general y el lenguaje es tecnico y pertinente."
31,8,Disenar e implementar un sistema de trazabilidad agricola basado en tecnologia blockchain que garantice la autenticidad y el origen de los productos destinados a exportacion.
31,9,"Diseno e implementacion de un sistema de registro y seguimiento de productos agricolas orientado a la exportacion, utilizando blockchain para garantizar transparencia y autenticidad."
32,1,2
32,2,4
32,3,Asistente virtual inteligente para analizar emociones en centros de atencion telefonica
32,4,"La implementacion es viable debido al avance de tecnologias de procesamiento de voz y modelos de aprendizaje automatico, asi como la disponibilidad de bibliotecas especializadas y datos etiquetados."
32,5,"Pertinente para grupos centrados en inteligencia artificial aplicada a la experiencia de usuario y tecnologias de interaccion hombre-maquina, integrando areas clave del programa como aprendizaje automatico y procesamiento de lenguaje."
32,6,Si hay docentes disponibles
32,7,"El titulo y el objetivo estan bien alineados, mostrando coherencia en el enfoque hacia la implementacion de un sistema inteligente para analisis emocional en llamadas, con claridad y precision en el planteamiento."
32,8,"Desarrollar un asistente virtual inteligente capaz de analizar en tiempo real las emociones de los usuarios en llamadas de atencion al cliente, con el fin de mejorar la calidad del servicio."
32,9,"Desarrollo de un asistente virtual que analiza la voz de los clientes en tiempo real para identificar emociones y estados de animo, con el fin de mejorar la calidad del servicio."
33,1,1
33,2,3
33,3,Aplicacion movil para agricultores: monitoreo de cultivos mediante sensores y satelites
33,4,"Es viable gracias a la existencia de APIs satelitales gratuitas (como Copernicus y NASA) y sensores de bajo costo compatibles con dispositivos moviles, lo cual reduce barreras de entrada para agricultores."
33,5,"Tiene pertinencia con lineas de investigacion en IoT y sistemas moviles aplicados al desarrollo rural y agricola, lo que refuerza el enfoque del programa hacia soluciones tecnologicas con impacto social."
33,6,Si hay docentes disponibles
33,7,"El titulo resume de manera efectiva la propuesta planteada en el objetivo, que se basa en el desarrollo de una app para agricultores. Existe una relacion directa entre el lenguaje tecnico y la finalidad del proyecto."
33,8,"Crear una aplicacion movil que permita a los agricultores monitorear el estado de sus cultivos a traves de sensores y datos satelitales, facilitando la toma de decisiones tecnicas."
33,9,"Creacion de una app que integra datos de sensores y satelites para ayudar a los agricultores a monitorear variables clave como humedad, temperatura y estado de los cultivos."
34,1,2
34,2,2
34,3,Modelo predictivo basado en IA para prevenir fallos en maquinaria industrial pesada
34,4,La viabilidad es alta debido al facil acceso a grandes volumenes de datos de maquinaria industrial y a la madurez de frameworks de inteligencia artificial aplicables a mantenimiento predictivo.
34,5,"El proyecto se relaciona con la investigacion en mantenimiento inteligente y analisis predictivo, promoviendo la aplicacion de IA en la industria, eje fundamental del programa de ingenieria y transformacion digital."
34,6,Si hay docentes disponibles
34,7,"El objetivo y el titulo estan bien formulados y guardan correspondencia, ya que ambos abordan la aplicacion de modelos predictivos para anticipar fallos en maquinaria. Se evidencia claridad y consistencia terminologica."
34,8,"Disenar un modelo predictivo utilizando inteligencia artificial que permita anticipar fallos en maquinaria industrial, optimizando los procesos de mantenimiento preventivo."
34,9,Implementacion de un sistema predictivo utilizando machine learning que analiza patrones de uso y fallas anteriores para anticipar problemas en maquinaria industrial critica.
35,1,2
35,2,2
35,3,Uso de deep learning en la optimizacion dinamica de rutas de entrega urbana
35,4,"El proyecto es viable ya que puede integrarse con sistemas GPS y plataformas de analisis de trafico abiertas, y se beneficia del aumento del comercio electronico que requiere logistica eficiente."
35,5,"Se vincula con el estudio de sistemas inteligentes aplicados a problemas reales de logistica urbana, area de interes para el grupo de investigacion en ciencia de datos e ingenieria aplicada."
35,6,Si hay docentes disponibles
35,7,"Se observa una correspondencia clara entre lo que el titulo comunica y lo que el objetivo pretende alcanzar. Ambos destacan el uso de redes neuronales para mejorar rutas urbanas, manteniendo una alta calidad tecnica."
35,8,Desarrollar un sistema de optimizacion dinamica de rutas de entrega urbana empleando redes neuronales y analisis de variables contextuales en tiempo real.
35,9,"Desarrollo de un algoritmo que optimiza en tiempo real las rutas de distribucion en zonas urbanas, utilizando redes neuronales y datos de trafico, clima y entregas."
36,2,2
36,3,Digital twins aplicados a la automatizacion y eficiencia en centros logisticos
36,8,"Implementar un sistema de gemelos digitales para simular y mejorar procesos logisticos, contribuyendo a la automatizacion y eficiencia de operaciones en centros de distribucion."
36,9,"Investigacion sobre el uso de gemelos digitales para replicar procesos logisticos, mejorar la toma de decisiones y reducir errores en centros de distribucion."
37,3,Herramienta de analisis forense digital para investigar incidentes de ciberseguridad
37,8,"Disenar una herramienta digital que permita la recoleccion y analisis de evidencia en incidentes de ciberseguridad, apoyando el trabajo forense de investigadores y profesionales en seguridad informatica."
37,9,"Diseno de una herramienta basada en software libre que permita recolectar, analizar y presentar evidencia digital tras un ciberataque, facilitando procesos forenses."
38,3,Sistema de alerta temprana de desercion escolar mediante inteligencia artificial
38,8,Construir un sistema de alerta temprana basado en inteligencia artificial que identifique estudiantes con riesgo de desercion escolar y proponga estrategias de retencion educativa.
38,9,"Desarrollo de un sistema que utiliza IA para identificar estudiantes en riesgo de abandono escolar, basado en patrones de asistencia, rendimiento y comportamiento."
39,3,Solucion web inteligente para la recoleccion y clasificacion de residuos urbanos
39,8,"Desarrollar una solucion web inteligente para optimizar la gestion y trazabilidad de residuos solidos urbanos mediante tecnologias de registro, clasificacion y seguimiento."
39,9,"Implementacion de una plataforma web que conecta ciudadanos y gestores de residuos para facilitar la clasificacion, recoleccion y trazabilidad de desechos en ciudades."
40,3,Recomendador inteligente de formacion academica usando perfiles y trayectorias previas
40,8,Disenar un sistema de recomendacion academico que sugiera cursos y trayectorias formativas personalizadas a partir del analisis de datos academicos y preferencias individuales.
40,9,"Diseno de un sistema de recomendacion academica que sugiere cursos o carreras personalizadas segun habilidades, intereses y antecedentes educativos del estudiante."
41,1,2
41,2,2
41,3,Blockchain aplicado al control de calidad y origen en cadenas agroalimentarias
41,4,"El proyecto es viable tecnica y economicamente, ya que existen plataformas blockchain de codigo abierto que pueden ser adaptadas al sector agricola, y hay creciente demanda de trazabilidad en exportacion."
41,5,"El proyecto se alinea con las lineas de investigacion en transformacion digital y sostenibilidad agricola, promoviendo el uso de tecnologias emergentes en procesos agroindustriales, en coherencia con los objetivos del programa de Ingenieria de Sistemas."
41,6,Si hay docentes disponibles
41,7,"Existe una correspondencia clara entre el titulo y el objetivo del proyecto, ya que ambos se centran en aplicar blockchain a la trazabilidad agricola. El titulo refleja adecuadamente el alcance del objetivo general y el lenguaje es tecnico y pertinente."
41,8,Disenar e implementar un sistema de trazabilidad agricola basado en tecnologia blockchain que garantice la autenticidad y el origen de los productos destinados a exportacion.
41,9,"Diseno de una solucion blockchain para registrar y verificar el origen de productos agricolas, enfocada en exportadores que requieren altos estandares de trazabilidad. C"
42,1,1
42,2,2
42,3,Analisis de sentimientos en tiempo real durante llamadas mediante inteligencia artificial
42,4,"La implementacion es viable debido al avance de tecnologias de procesamiento de voz y modelos de aprendizaje automatico, asi como la disponibilidad de bibliotecas especializadas y datos etiquetados."
42,5,"Pertinente para grupos centrados en inteligencia artificial aplicada a la experiencia de usuario y tecnologias de interaccion hombre-maquina, integrando areas clave del programa como aprendizaje automatico y procesamiento de lenguaje."
42,6,Si hay docentes disponibles
42,7,"El titulo y el objetivo estan bien alineados, mostrando coherencia en el enfoque hacia la implementacion de un sistema inteligente para analisis emocional en llamadas, con claridad y precision en el planteamiento."
42,8,"Desarrollar un asistente virtual inteligente capaz de analizar en tiempo real las emociones de los usuarios en llamadas de atencion al cliente, con el fin de mejorar la calidad del servicio."
42,9,"Implementacion de un sistema inteligente que interpreta emociones a partir del tono de voz en llamadas de atencion, ayudando a mejorar la experiencia del usuario."
43,1,1
43,2,2
43,3,Plataforma movil para asistencia tecnica y monitoreo remoto de cultivos agricolas
43,4,"Es viable gracias a la existencia de APIs satelitales gratuitas (como Copernicus y NASA) y sensores de bajo costo compatibles con dispositivos moviles, lo cual reduce barreras de entrada para agricultores."
43,5,"Tiene pertinencia con lineas de investigacion en IoT y sistemas moviles aplicados al desarrollo rural y agricola, lo que refuerza el enfoque del programa hacia soluciones tecnologicas con impacto social."
43,6,Si hay docentes disponibles
43,7,"El titulo resume de manera efectiva la propuesta planteada en el objetivo, que se basa en el desarrollo de una app para agricultores. Existe una relacion directa entre el lenguaje tecnico y la finalidad del proyecto."
43,8,"Desarrollo de una aplicacion movil que recopile informacion de sensores agricolas y satelites, permitiendo a pequenos y medianos productores supervisar el estado de sus cultivos y recibir alertas sobre condiciones criticas."
43,9,"Aplicacion movil para el monitoreo en tiempo real de cultivos mediante datos satelitales y sensores de campo, con alertas personalizadas para agricultores."
44,1,2
44,2,2
44,3,Algoritmo predictivo para mantenimiento preventivo en maquinaria industrial
44,4,"El proyecto es viable debido a la amplia disponibilidad de sensores industriales y datos historicos en entornos productivos, lo que permite entrenar modelos de prediccion sin requerir grandes inversiones adicionales. Ademas, el retorno sobre la inversion es alto al reducir tiempos de parada."
44,5,"El proyecto se relaciona con la investigacion en mantenimiento inteligente y analisis predictivo, promoviendo la aplicacion de IA en la industria, eje fundamental del programa de ingenieria y transformacion digital."
44,6,Si hay docentes disponibles
44,7,"El titulo comunica de forma precisa la esencia del objetivo general, centrado en la prediccion de fallos mediante IA. La redaccion mantiene coherencia terminologica, y refleja adecuadamente tanto el enfoque tecnico como la aplicabilidad industrial del proyecto."
44,8,"Disenar un modelo predictivo utilizando inteligencia artificial que permita anticipar fallos en maquinaria industrial, optimizando los procesos de mantenimiento preventivo."
44,9,"Desarrollo de un modelo predictivo de mantenimiento industrial basado en datos historicos de sensores, optimizando tiempos de reparacion y reduciendo costos."
45,1,1
45,2,2
45,3,Optimizacion de rutas de entrega utilizando redes neuronales
45,4,"El proyecto resulta viable gracias a la posibilidad de integrar datos abiertos de movilidad urbana, el uso de frameworks accesibles para deep learning, y la demanda de soluciones logisticas eficientes en ciudades con problemas de trafico."
45,5,"Se vincula con el estudio de sistemas inteligentes aplicados a problemas reales de logistica urbana, area de interes para el grupo de investigacion en ciencia de datos e ingenieria aplicada."
45,6,Si hay docentes disponibles
45,7,"El titulo sintetiza de manera clara la meta principal del proyecto, que es optimizar rutas de entrega con inteligencia artificial. Existe una adecuada relacion semantica entre el titulo y el objetivo, lo que denota claridad conceptual y enfoque aplicado."
45,8,Desarrollar un sistema de optimizacion dinamica de rutas de entrega urbana empleando redes neuronales y analisis de variables contextuales en tiempo real.
45,9,"Optimizacion de rutas de entrega utilizando aprendizaje profundo y analisis en tiempo real de variables como clima, trafico y disponibilidad de vehiculos."
46,3,Implementacion de gemelos digitales en procesos logisticos
46,8,"Implementar un sistema de gemelos digitales para simular y mejorar procesos logisticos, contribuyendo a la automatizacion y eficiencia de operaciones en centros de distribucion."
46,9,"Sistema de simulacion con gemelos digitales para optimizar procesos logisticos, identificar cuellos de botella y proponer mejoras en almacenes y centros de distribucion."
47,3,Analisis forense de ciberataques con herramientas de codigo abierto
47,8,"Disenar una herramienta digital que permita la recoleccion y analisis de evidencia en incidentes de ciberseguridad, apoyando el trabajo forense de investigadores y profesionales en seguridad informatica."
47,9,"Creacion de una herramienta de analisis forense para investigar ciberataques, con enfoque en automatizacion de recoleccion de evidencias digitales. C"
48,3,Modelo de prediccion de abandono escolar basado en machine learning
48,8,Construir un sistema de alerta temprana basado en inteligencia artificial que identifique estudiantes con riesgo de desercion escolar y proponga estrategias de retencion educativa.
48,9,"Diseno de una plataforma que predice riesgos de desercion estudiantil con base en datos academicos, socioeconomicos y patrones de comportamiento. C"
49,3,Plataforma web para la gestion de residuos solidos urbanos
49,8,"Desarrollar una solucion web inteligente para optimizar la gestion y trazabilidad de residuos solidos urbanos mediante tecnologias de registro, clasificacion y seguimiento."
49,9,"Sistema web que facilita la gestion inteligente de residuos urbanos mediante registro, clasificacion y trazabilidad de los desechos recolectados. C"
50,3,Sistema de recomendacion de cursos personalizados con inteligencia artificial
50,8,Disenar un sistema de recomendacion academico que sugiera cursos y trayectorias formativas personalizadas a partir del analisis de datos academicos y preferencias individuales.
50,9,Motor de recomendacion educativa que analiza perfiles academicos y preferencias del usuario para sugerir rutas de formacion personalizadas.
51,1,2
51,2,2
51,3,Trazabilidad de productos agricolas mediante blockchain
51,4,"El proyecto es viable tecnica y economicamente, ya que existen plataformas blockchain de codigo abierto que pueden ser adaptadas al sector agricola, y hay creciente demanda de trazabilidad en exportacion."
51,5,"El proyecto se alinea con las lineas de investigacion en transformacion digital y sostenibilidad agricola, promoviendo el uso de tecnologias emergentes en procesos agroindustriales, en coherencia con los objetivos del programa de Ingenieria de Sistemas."
51,6,Si hay docentes disponibles
51,7,"Existe una correspondencia clara entre el titulo y el objetivo del proyecto, ya que ambos se centran en aplicar blockchain a la trazabilidad agricola. El titulo refleja adecuadamente el alcance del objetivo general y el lenguaje es tecnico y pertinente."
51,8,Disenar e implementar un sistema de trazabilidad agricola basado en tecnologia blockchain que garantice la autenticidad y el origen de los productos destinados a exportacion.
51,9,"Diseno de una solucion blockchain para registrar y verificar el origen de productos agricolas, enfocada en exportadores que requieren altos estandares de trazabilidad."
52,1,2
52,2,2
52,3,Sistema inteligente para deteccion de emociones en llamadas de servicio al cliente
52,4,"El proyecto es viable debido a la amplia disponibilidad de sensores industriales y datos historicos en entornos productivos, lo que permite entrenar modelos de prediccion sin requerir grandes inversiones adicionales. Ademas, el retorno sobre la inversion es alto al reducir tiempos de parada."
52,5,"Pertinente para grupos centrados en inteligencia artificial aplicada a la experiencia de usuario y tecnologias de interaccion hombre-maquina, integrando areas clave del programa como aprendizaje automatico y procesamiento de lenguaje."
52,6,Si hay docentes disponibles
52,7,"El titulo y el objetivo estan bien alineados, mostrando coherencia en el enfoque hacia la implementacion de un sistema inteligente para analisis emocional en llamadas, con claridad y precision en el planteamiento."
52,8,"Desarrollar un asistente virtual inteligente capaz de analizar en tiempo real las emociones de los usuarios en llamadas de atencion al cliente, con el fin de mejorar la calidad del servicio."
52,9,"Implementacion de un sistema inteligente que interpreta emociones a partir del tono de voz en llamadas de atencion, ayudando a mejorar la experiencia del usuario."
53,1,2
53,2,2
53,3,Desarrollo de una aplicacion movil para monitoreo de cultivos en zonas rurales
53,4,"El proyecto resulta viable gracias a la posibilidad de integrar datos abiertos de movilidad urbana, el uso de frameworks accesibles para deep learning, y la demanda de soluciones logisticas eficientes en ciudades con problemas de trafico."
53,5,"Tiene pertinencia con lineas de investigacion en IoT y sistemas moviles aplicados al desarrollo rural y agricola, lo que refuerza el enfoque del programa hacia soluciones tecnologicas con impacto social."
53,6,Si hay docentes disponibles
53,7,"El titulo resume de manera efectiva la propuesta planteada en el objetivo, que se basa en el desarrollo de una app para agricultores. Existe una relacion directa entre el lenguaje tecnico y la finalidad del proyecto."
53,8,"Crear una aplicacion movil que permita a los agricultores monitorear el estado de sus cultivos a traves de sensores y datos satelitales, facilitando la toma de decisiones tecnicas."
53,9,"Aplicacion movil para el monitoreo en tiempo real de cultivos mediante datos satelitales y sensores de campo, con alertas personalizadas para agricultores."
54,3,Sistema Inteligente de Gestion de Ideas ABI
54,4,"El proyecto es tecnica y economicamente viable, ya que puede desarrollarse utilizando tecnologias web de codigo abierto y recursos institucionales existentes, sin requerir infraestructura adicional significativa."
54,5,"Se alinea con las lineas de investigacion en arquitectura empresarial, transformacion digital y gestion de la innovacion, fortaleciendo los procesos institucionales mediante soluciones tecnologicas."
54,6,Si hay docentes disponibles con experiencia en desarrollo de software y gestion de proyectos tecnologicos.
54,7,"Existe coherencia entre el titulo y el objetivo planteado, ya que ambos se enfocan en el diseno e implementacion de un sistema inteligente para la gestion estructurada de ideas de proyecto."
54,8,"Desarrollar un sistema inteligente para la gestion, evaluacion y seguimiento de ideas de proyecto dentro del banco institucional ABI."
54,9,"Diseno e implementacion de una plataforma digital que permita registrar, evaluar y gestionar ideas academicas, facilitando la trazabilidad del proceso investigativo y la toma de decisiones."
55,3,Plataforma Web para Seguimiento de Semilleros
55,4,El proyecto es viable debido a la disponibilidad de tecnologias web modernas y a la necesidad institucional de centralizar la informacion de los semilleros.
55,5,"Se articula con las lineas de desarrollo de software e innovacion educativa, apoyando procesos academicos mediante herramientas digitales."
55,6,Si hay docentes disponibles con experiencia en gestion de semilleros y desarrollo web.
55,7,"El titulo refleja claramente el proposito del proyecto, centrado en el seguimiento sistematico de los semilleros de investigacion."
55,8,Disenar una plataforma web que permita el seguimiento academico y administrativo de los semilleros de investigacion.
55,9,"Desarrollo de una solucion web para centralizar informacion de semilleros, registrar avances y facilitar la supervision institucional."
56,3,Modelo Predictivo de Desercion Estudiantil
56,4,Es viable gracias a la disponibilidad de datos academicos historicos y herramientas de analitica que permiten el entrenamiento de modelos predictivos.
56,5,Se alinea con la linea de analitica de datos y apoyo a la toma de decisiones institucionales basadas en evidencia.
56,6,Si hay docentes disponibles con experiencia en estadistica y ciencia de datos.
56,7,"Existe coherencia conceptual entre el titulo y el objetivo, ambos centrados en la prediccion de la desercion mediante analisis de datos."
56,8,Construir un modelo predictivo que permita identificar estudiantes con riesgo de desercion academica mediante tecnicas de analitica de datos.
56,9,Desarrollo de un modelo que analice patrones academicos e historicos para detectar factores asociados al abandono estudiantil.
57,3,Modelo Predictivo de Desercion Estudiantil
57,4,La version ajustada es viable al incorporar nuevas variables y tecnicas de validacion que mejoran la precision del modelo.
57,5,Continua alineado con la linea de analitica de datos aplicada a la gestion academica institucional.
57,6,Se cuenta con acompanamiento docente especializado en modelamiento estadistico avanzado.
57,7,"El titulo mantiene coherencia con el objetivo actualizado, que ahora contempla optimizacion y validacion del modelo."
57,8,Optimizar el modelo predictivo incorporando nuevas variables academicas y socioeconomicas que mejoren su capacidad de prediccion.
57,9,"Version mejorada del modelo que incluye validacion estadistica, pruebas comparativas y ampliacion de fuentes de datos para incrementar su confiabilidad."
58,3,Sistema Automatizado de Evaluacion Docente
58,4,El proyecto es viable al apoyarse en sistemas de encuestas digitales y bases de datos institucionales ya existentes.
58,5,Se articula con las lineas de innovacion educativa y mejora continua de procesos academicos.
58,6,Si hay docentes con experiencia en evaluacion academica y desarrollo de sistemas de informacion.
58,7,"Existe correspondencia clara entre el titulo y el objetivo, enfocados en la automatizacion del proceso de evaluacion docente."
58,8,Implementar un sistema automatizado que permita evaluar el desempeno docente mediante indicadores cuantitativos y cualitativos.
58,9,Desarrollo de una plataforma que recopile y procese informacion evaluativa para generar reportes automaticos de desempeno docente.
59,3,Dashboard Analitico de Indicadores Academicos
59,4,Es viable mediante el uso de herramientas de visualizacion de datos y conexion con bases de datos institucionales.
59,5,Se alinea con la linea de analitica de datos y gestion estrategica institucional.
59,6,Si hay docentes disponibles con experiencia en analisis y visualizacion de datos.
59,7,"El titulo representa adecuadamente el alcance del objetivo, centrado en el diseno de un panel analitico institucional."
59,8,Disenar un dashboard interactivo que visualice indicadores academicos clave para apoyar la toma de decisiones estrategicas.
59,9,Implementacion de un panel de control con herramientas de visualizacion que permitan monitorear el rendimiento academico institucional.
60,3,Aplicacion Movil para Gestion de Practicas Profesionales
60,4,El proyecto es viable gracias al uso de frameworks moviles multiplataforma y recursos tecnologicos institucionales.
60,5,Se articula con la linea de desarrollo de software e innovacion tecnologica aplicada a procesos academicos.
60,6,Si hay docentes con experiencia en desarrollo movil y gestion academica.
60,7,"Existe coherencia entre el titulo y el objetivo, ambos enfocados en optimizar la gestion de practicas mediante una aplicacion movil."
60,8,"Desarrollar una aplicacion movil que facilite la gestion, seguimiento y evaluacion de practicas profesionales."
60,9,"Diseno de una app que conecte estudiantes, empresas y coordinadores para optimizar el proceso de practicas profesionales."
